x	psi1	psi2	psi3	rho1	rho2	rho3
1.02539	4.37694e-12	-0.0721457	-0.0702977	0.191777	0.212209	0.186242
1.0498	4.37694e-12	-0.0701248	-0.0580415	0.191439	0.210179	0.178071
1.07422	4.37694e-12	-0.0680959	-0.0462011	0.191098	0.208141	0.17018
1.09863	4.37694e-12	-0.0660611	-0.0347745	0.190754	0.206097	0.162566
1.12305	4.37694e-12	-0.0640222	-0.0237585	0.190407	0.204049	0.155229
1.14746	4.37694e-12	-0.0619813	-0.0131484	0.190057	0.201999	0.148163
1.17188	4.37694e-12	-0.0599401	-0.00293885	0.189705	0.199949	0.141366
1.19629	4.37694e-12	-0.0579007	0.0068768	0.18935	0.197901	0.134833
1.2207	4.37694e-12	-0.0558648	0.0163058	0.188994	0.195857	0.128558
1.24512	4.37694e-12	-0.0538343	0.0253562	0.188637	0.193818	0.122537
1.26953	4.37694e-12	-0.051811	0.0340366	0.188278	0.191786	0.116763
1.29395	4.37694e-12	-0.0497966	0.042356	0.187918	0.189764	0.111231
1.31836	4.37694e-12	-0.0477927	0.0503239	0.187558	0.187752	0.105933
1.34277	4.37694e-12	-0.0458012	0.05795	0.187197	0.185752	0.100864
1.36719	4.37694e-12	-0.0438236	0.0652443	0.186836	0.183767	0.096016
1.3916	4.37694e-12	-0.0418615	0.0722169	0.186475	0.181798	0.0913827
1.41602	4.37694e-12	-0.0399165	0.0788781	0.186115	0.179845	0.086957
1.44043	4.37694e-12	-0.03799	0.085238	0.185756	0.177912	0.0827322
1.46484	4.37694e-12	-0.0360836	0.091307	0.185398	0.175998	0.0787013
1.48926	4.37694e-12	-0.0341988	0.0970952	0.185042	0.174107	0.0748575
1.51367	4.37694e-12	-0.0323368	0.102613	0.184687	0.172238	0.071194
1.53809	4.37694e-12	-0.0304991	0.107869	0.184334	0.170394	0.067704
1.5625	4.37694e-12	-0.0286869	0.112875	0.183983	0.168575	0.0643812
1.58691	4.37694e-12	-0.0269015	0.117639	0.183635	0.166784	0.061219
1.61133	4.37694e-12	-0.0251442	0.122172	0.18329	0.165021	0.0582111
1.63574	4.37694e-12	-0.0234161	0.126481	0.182948	0.163287	0.0553514
1.66016	4.37694e-12	-0.0217184	0.130577	0.182609	0.161584	0.052634
1.68457	4.37694e-12	-0.0200522	0.134467	0.182274	0.159912	0.0500531
1.70898	4.37694e-12	-0.0184186	0.13816	0.181943	0.158274	0.047603
1.7334	4.37694e-12	-0.0168185	0.141665	0.181616	0.156669	0.0452783
1.75781	4.37694e-12	-0.015253	0.144989	0.181294	0.155098	0.0430739
1.78223	4.37694e-12	-0.0137229	0.148139	0.180977	0.153564	0.0409846
1.80664	4.37694e-12	-0.0122293	0.151123	0.180664	0.152066	0.0390056
1.83105	4.37694e-12	-0.010773	0.153948	0.180357	0.150605	0.0371322
1.85547	4.37694e-12	-0.00935486	0.156621	0.180056	0.149183	0.03536
1.87988	4.37694e-12	-0.00797561	0.159148	0.17976	0.1478	0.0336847
1.9043	4.37694e-12	-0.00663604	0.161535	0.17947	0.146456	0.0321022
1.92871	4.37694e-12	-0.00533689	0.163788	0.179187	0.145154	0.0306086
1.95312	4.37694e-12	-0.00407885	0.165913	0.17891	0.143892	0.0292001
1.97754	4.37694e-12	-0.00286259	0.167915	0.17864	0.142673	0.0278732
2.00195	4.37694e-12	-0.00168873	0.169799	0.178377	0.141496	0.0266245
2.02637	4.37694e-12	-0.000557875	0.17157	0.178121	0.140362	0.0254509
2.05078	4.37694e-12	0.000529409	0.173232	0.177872	0.139272	0.0243493
2.0752	4.37694e-12	0.00157259	0.17479	0.177631	0.138226	0.0233167
2.09961	4.37694e-12	0.00257114	0.176248	0.177398	0.137225	0.0223507
2.12402	4.37694e-12	0.00352461	0.177609	0.177173	0.13627	0.0214485
2.14844	4.37694e-12	0.00443252	0.178878	0.176956	0.13536	0.0206078
2.17285	4.37694e-12	0.00529446	0.180057	0.176747	0.134496	0.0198263
2.19727	4.37694e-12	0.00611002	0.18115	0.176547	0.133679	0.0191021
2.22168	4.37694e-12	0.00687884	0.18216	0.176356	0.132908	0.018433
2.24609	4.37694e-12	0.00760057	0.183089	0.176174	0.132185	0.0178173
2.27051	4.37694e-12	0.00827488	0.18394	0.176	0.131509	0.0172534
2.29492	4.37694e-12	0.00890148	0.184716	0.175836	0.130881	0.0167397
2.31934	4.37694e-12	0.00948008	0.185418	0.175681	0.130302	0.0162748
2.34375	4.37694e-12	0.0100104	0.186048	0.175536	0.12977	0.0158575
2.36816	4.37694e-12	0.0104923	0.186607	0.1754	0.129288	0.0154865
2.39258	4.37694e-12	0.0109255	0.187099	0.175274	0.128854	0.0151609
2.41699	4.37694e-12	0.0113098	0.187523	0.175158	0.128469	0.0148798
2.44141	4.37694e-12	0.0116451	0.187882	0.175051	0.128133	0.0146423
2.46582	4.37694e-12	0.0119312	0.188175	0.174955	0.127847	0.0144479
2.49023	4.37694e-12	0.012168	0.188405	0.174869	0.12761	0.014296
2.51465	4.37694e-12	0.0123554	0.18857	0.174792	0.127422	0.0141862
2.53906	4.37694e-12	0.0124933	0.188673	0.174727	0.127285	0.0141182
2.56348	4.37694e-12	0.0125816	0.188713	0.174671	0.127197	0.0140917
2.58789	4.37694e-12	0.0126203	0.18869	0.174626	0.127158	0.0141068
2.6123	4.37694e-12	0.0126093	0.188605	0.174591	0.12717	0.0141634
2.63672	4.37694e-12	0.0125488	0.188456	0.174567	0.127231	0.0142617
2.66113	4.37694e-12	0.0124385	0.188244	0.174553	0.127342	0.0144021
2.68555	4.37694e-12	0.0122788	0.187969	0.174549	0.127502	0.0145847
2.70996	4.37694e-12	0.0120694	0.187628	0.174556	0.127713	0.0148103
2.73438	4.37694e-12	0.0118106	0.187222	0.174574	0.127973	0.0150794
2.75879	4.37694e-12	0.0115024	0.186749	0.174602	0.128282	0.0153927
2.7832	4.37694e-12	0.011145	0.186208	0.17464	0.128641	0.0157511
2.80762	4.37694e-12	0.0107385	0.185597	0.174689	0.129049	0.0161557
2.83203	4.37694e-12	0.0102829	0.184916	0.174749	0.129506	0.0166074
2.85645	4.37694e-12	0.00977863	0.184161	0.174818	0.130012	0.0171076
2.88086	4.37694e-12	0.00922572	0.183331	0.174899	0.130567	0.0176576
2.90527	4.37694e-12	0.00862445	0.182423	0.174989	0.13117	0.0182589
2.92969	4.37694e-12	0.00797506	0.181436	0.17509	0.131822	0.0189131
2.9541	4.37694e-12	0.00727781	0.180366	0.1752	0.132521	0.019622
2.97852	4.37694e-12	0.006533	0.17921	0.175321	0.133268	0.0203876
3.00293	4.37694e-12	0.00574093	0.177966	0.175452	0.134063	0.0212118
3.02734	4.37694e-12	0.00490196	0.176631	0.175593	0.134905	0.0220969
3.05176	4.37694e-12	0.00401645	0.1752	0.175743	0.135793	0.0230452
3.07617	4.37694e-12	0.00308479	0.17367	0.175903	0.136728	0.0240592
3.10059	4.37694e-12	0.0021074	0.172036	0.176073	0.137708	0.0251416
3.125	4.37694e-12	0.00108473	0.170296	0.176252	0.138734	0.0262952
3.14941	4.37694e-12	1.72605e-05	0.168444	0.17644	0.139805	0.027523
3.17383	4.37694e-12	-0.00109451	0.166475	0.176638	0.14092	0.0288281
3.19824	4.37694e-12	-0.00225004	0.164384	0.176844	0.142079	0.0302138
3.22266	4.37694e-12	-0.00344876	0.162167	0.177059	0.143282	0.0316837
3.24707	4.37694e-12	-0.00469008	0.159817	0.177283	0.144527	0.0332415
3.27148	4.37694e-12	-0.00597336	0.157329	0.177516	0.145815	0.0348909
3.2959	4.37694e-12	-0.00729794	0.154697	0.177756	0.147144	0.0366361
3.32031	4.37694e-12	-0.00866312	0.151914	0.178005	0.148513	0.0384812
3.34473	4.37694e-12	-0.0100682	0.148974	0.178262	0.149923	0.0404308
3.36914	4.37694e-12	-0.0115123	0.14587	0.178526	0.151372	0.0424893
3.39355	4.37694e-12	-0.0129948	0.142595	0.178798	0.152859	0.0446617
3.41797	4.37694e-12	-0.0145146	0.139141	0.179077	0.154384	0.0469528
3.44238	4.37694e-12	-0.0160711	0.1355	0.179364	0.155946	0.0493679
3.4668	4.37694e-12	-0.0176632	0.131665	0.179657	0.157543	0.0519124
3.49121	4.37694e-12	-0.01929	0.127626	0.179956	0.159176	0.0545918
3.51562	4.37694e-12	-0.0209505	0.123377	0.180262	0.160842	0.0574118
3.54004	4.37694e-12	-0.0226437	0.118906	0.180575	0.162541	0.0603784
3.56445	4.37694e-12	-0.0243684	0.114207	0.180893	0.164272	0.0634976
3.58887	4.37694e-12	-0.0261236	0.109268	0.181216	0.166033	0.0667758
3.61328	4.37694e-12	-0.027908	0.104081	0.181546	0.167824	0.0702192
3.6377	4.37694e-12	-0.0297206	0.0986366	0.18188	0.169643	0.0738344
3.66211	4.37694e-12	-0.03156	0.0929238	0.182219	0.171489	0.077628
3.68652	4.37694e-12	-0.0334249	0.0869329	0.182563	0.173361	0.0816069
3.71094	4.37694e-12	-0.0353141	0.0806539	0.182911	0.175257	0.0857778
3.73535	4.37694e-12	-0.037226	0.0740765	0.183262	0.177176	0.0901476
3.75977	4.37694e-12	-0.0391595	0.0671905	0.183618	0.179117	0.0947232
3.78418	4.37694e-12	-0.0411128	0.0599856	0.183977	0.181078	0.0995116
3.80859	4.37694e-12	-0.0430846	0.0524516	0.18434	0.183057	0.104519
3.83301	4.37694e-12	-0.0450734	0.0445786	0.184705	0.185054	0.109754
3.85742	4.37694e-12	-0.0470774	0.0363567	0.185073	0.187066	0.115221
3.88184	4.37694e-12	-0.0490951	0.0277764	0.185443	0.189091	0.120928
3.90625	4.37694e-12	-0.0511249	0.0188285	0.185815	0.191129	0.126881
3.93066	4.37694e-12	-0.053165	0.00950431	0.186189	0.193178	0.133085
3.95508	4.37694e-12	-0.0552136	-0.000204369	0.186564	0.195235	0.139547
3.97949	4.37694e-12	-0.057269	-0.0103051	0.18694	0.197298	0.146271
4.00391	4.37694e-12	-0.0593294	-0.0208045	0.187317	0.199367	0.153262
4.02832	4.37694e-12	-0.0613929	-0.0317085	0.187695	0.201439	0.160525
4.05273	4.37694e-12	-0.0634576	-0.0430219	0.188072	0.203513	0.168062
4.07715	4.37694e-12	-0.0655216	-0.0547483	0.18845	0.205586	0.175877
4.10156	4.37694e-12	-0.0675829	-0.0668902	0.188827	0.207656	0.183971
4.12598	4.37694e-12	-0.0696396	-0.0794483	0.189203	0.209721	0.192345
4.15039	4.37694e-12	-0.0716897	-0.0924219	0.189578	0.21178	0.200998
4.1748	4.37694e-12	-0.0737311	-0.105808	0.189952	0.213831	0.20993
4.19922	4.37694e-12	-0.0757618	-0.119603	0.190324	0.21587	0.219137
4.22363	4.37694e-12	-0.0777797	-0.1338	0.190694	0.217897	0.228616
4.24805	4.37694e-12	-0.0797828	-0.148389	0.191062	0.219909	0.23836
4.27246	4.37694e-12	-0.0817688	-0.16336	0.191428	0.221904	0.248362
4.29688	4.37694e-12	-0.0837358	-0.178698	0.19179	0.22388	0.258613
4.32129	4.37694e-12	-0.0856816	-0.194386	0.192149	0.225835	0.269103
4.3457	4.37694e-12	-0.0876041	-0.210405	0.192505	0.227766	0.279817
4.37012	4.37694e-12	-0.0895011	-0.226731	0.192857	0.229671	0.290741
4.39453	4.37694e-12	-0.0913706	-0.243338	0.193205	0.23155	0.301857
4.41895	4.37694e-12	-0.0932103	-0.260197	0.193548	0.233398	0.313146
4.44336	4.37694e-12	-0.0950183	-0.277274	0.193887	0.235214	0.324586
4.46777	4.37694e-12	-0.0967924	-0.294533	0.194221	0.236997	0.336153
4.49219	4.37694e-12	-0.0985305	-0.311935	0.19455	0.238743	0.347819
4.5166	4.37694e-12	-0.100231	-0.329435	0.194873	0.240451	0.359557
4.54102	4.37694e-12	-0.101891	-0.346986	0.19519	0.242119	0.371334
4.56543	4.37694e-12	-0.103509	-0.364539	0.195502	0.243744	0.383116
4.58984	4.37694e-12	-0.105083	-0.38204	0.195807	0.245326	0.394869
4.61426	4.37694e-12	-0.10661	-0.399432	0.196106	0.246861	0.406553
4.63867	4.37694e-12	-0.10809	-0.416656	0.196397	0.248348	0.418128
4.66309	4.37694e-12	-0.109521	-0.433649	0.196682	0.249785	0.429553
4.6875	4.37694e-12	-0.110899	-0.450349	0.19696	0.25117	0.440785
4.71191	4.37694e-12	-0.112225	-0.466688	0.19723	0.252501	0.451779
4.73633	4.37694e-12	-0.113495	-0.482599	0.197492	0.253777	0.462489
4.76074	4.37694e-12	-0.114709	-0.498015	0.197746	0.254997	0.472869
4.78516	4.37694e-12	-0.115864	-0.512866	0.197992	0.256157	0.482872
4.80957	4.37694e-12	-0.11696	-0.527084	0.19823	0.257258	0.492453
4.83398	4.37694e-12	-0.117994	-0.540602	0.198459	0.258297	0.501564
4.8584	4.37694e-12	-0.118966	-0.553353	0.198679	0.259273	0.51016
4.88281	4.37694e-12	-0.119873	-0.565273	0.19889	0.260184	0.518199
4.90723	4.37694e-12	-0.120716	-0.5763	0.199092	0.26103	0.525638
4.93164	4.37694e-12	-0.121492	-0.586377	0.199285	0.26181	0.532437
4.95605	4.37694e-12	-0.122201	-0.595448	0.199468	0.262521	0.538559
4.98047	4.37694e-12	-0.122841	-0.603464	0.199641	0.263164	0.54397
5.00488	4.37694e-12	-0.123413	-0.610381	0.199805	0.263737	0.548639
5.0293	4.37694e-12	-0.123914	-0.616159	0.199958	0.26424	0.55254
5.05371	4.37694e-12	-0.124344	-0.620765	0.200102	0.264672	0.555651
5.07812	4.37694e-12	-0.124703	-0.624172	0.200235	0.265031	0.557952
5.10254	4.37694e-12	-0.12499	-0.626361	0.200357	0.265319	0.55943
5.12695	4.37694e-12	-0.125205	-0.627319	0.20047	0.265534	0.560077
5.15137	4.37694e-12	-0.125348	-0.62704	0.200571	0.265676	0.559889
5.17578	4.37694e-12	-0.125417	-0.625527	0.200662	0.265744	0.558866
5.2002	4.37694e-12	-0.125414	-0.622787	0.200742	0.265739	0.557016
5.22461	4.37694e-12	-0.125337	-0.618837	0.200811	0.265661	0.554348
5.24902	4.37694e-12	-0.125188	-0.613699	0.200869	0.26551	0.550879
5.27344	4.37694e-12	-0.124966	-0.607404	0.200916	0.265285	0.546628
5.29785	4.37694e-12	-0.124671	-0.599987	0.200952	0.264988	0.541621
5.32227	4.37694e-12	-0.124305	-0.591489	0.200976	0.264618	0.535885
5.34668	4.37694e-12	-0.123867	-0.581959	0.20099	0.264176	0.529454
5.37109	4.37694e-12	-0.123358	-0.571447	0.200992	0.263663	0.522362
5.39551	4.37694e-12	-0.122779	-0.56001	0.200983	0.263079	0.514648
5.41992	4.37694e-12	-0.12213	-0.547708	0.200963	0.262426	0.506352
5.44434	4.37694e-12	-0.121412	-0.534604	0.200932	0.261703	0.497518
5.46875	4.37694e-12	-0.120627	-0.520762	0.200889	0.260912	0.48819
5.49316	4.37694e-12	-0.119775	-0.50625	0.200835	0.260054	0.478413
5.51758	4.37694e-12	-0.118857	-0.491136	0.20077	0.25913	0.468234
5.54199	4.37694e-12	-0.117875	-0.475489	0.200693	0.258142	0.4577
5.56641	4.37694e-12	-0.11683	-0.459376	0.200606	0.25709	0.446856
5.59082	4.37694e-12	-0.115723	-0.442867	0.200507	0.255976	0.43575
5.61523	4.37694e-12	-0.114556	-0.426027	0.200398	0.254801	0.424425
5.63965	4.37694e-12	-0.11333	-0.408922	0.200277	0.253568	0.412927
5.66406	4.37694e-12	-0.112047	-0.391615	0.200146	0.252276	0.401297
5.68848	4.37694e-12	-0.110708	-0.374167	0.200003	0.250929	0.389578
5.71289	4.37694e-12	-0.109315	-0.356635	0.199851	0.249528	0.377808
5.7373	4.37694e-12	-0.10787	-0.339077	0.199687	0.248075	0.366023
5.76172	4.37694e-12	-0.106374	-0.321543	0.199513	0.24657	0.35426
5.78613	4.37694e-12	-0.10483	-0.304081	0.199329	0.245018	0.342551
5.81055	4.37694e-12	-0.103239	-0.286739	0.199134	0.243418	0.330926
5.83496	4.37694e-12	-0.101604	-0.269557	0.198929	0.241773	0.319414
5.85938	4.37694e-12	-0.0999256	-0.252574	0.198715	0.240086	0.308039
5.88379	4.37694e-12	-0.0982065	-0.235825	0.19849	0.238358	0.296825
5.9082	4.37694e-12	-0.0964487	-0.219342	0.198256	0.23659	0.285793
5.93262	4.37694e-12	-0.0946542	-0.203151	0.198013	0.234786	0.274962
5.95703	4.37694e-12	-0.0928251	-0.187279	0.19776	0.232948	0.264348
5.98145	4.37694e-12	-0.0909635	-0.171747	0.197498	0.231077	0.253964
6.00586	4.37694e-12	-0.0890714	-0.156573	0.197227	0.229175	0.243824
6.03027	4.37694e-12	-0.087151	-0.141772	0.196948	0.227245	0.233938
6.05469	4.37694e-12	-0.0852045	-0.127359	0.19666	0.225289	0.224313
6.0791	4.37694e-12	-0.0832338	-0.113343	0.196364	0.223309	0.214956
6.10352	4.37694e-12	-0.0812413	-0.0997313	0.19606	0.221307	0.205873
6.12793	4.37694e-12	-0.0792289	-0.0865308	0.195748	0.219285	0.197066
6.15234	4.37694e-12	-0.0771989	-0.0737446	0.195428	0.217246	0.188539
6.17676	4.37694e-12	-0.0751533	-0.0613745	0.195102	0.215191	0.180292
6.20117	4.37694e-12	-0.0730942	-0.0494205	0.194768	0.213123	0.172324
6.22559	4.37694e-12	-0.0710236	-0.037881	0.194427	0.211043	0.164635
6.25	4.37694e-12	-0.0689438	-0.026753	0.19408	0.208954	0.157222
6.27441	4.37694e-12	-0.0668566	-0.0160325	0.193726	0.206858	0.150083
6.29883	4.37694e-12	-0.0647641	-0.00571412	0.193367	0.204757	0.143213
6.32324	4.37694e-12	-0.0626684	0.00420845	0.193001	0.202653	0.136608
6.34766	4.37694e-12	-0.0605713	0.0137423	0.192631	0.200547	0.130263
6.37207	4.37694e-12	-0.0584748	0.0228952	0.192255	0.198442	0.124174
6.39648	4.37694e-12	-0.0563808	0.0316756	0.191874	0.19634	0.118333
6.4209	4.37694e-12	-0.0542913	0.0400925	0.191489	0.194243	0.112735
6.44531	4.37694e-12	-0.0522079	0.0481552	0.1911	0.192151	0.107374
6.46973	4.37694e-12	-0.0501326	0.0558734	0.190706	0.190068	0.102244
6.49414	4.37694e-12	-0.0480671	0.0632569	0.190309	0.187995	0.0973361
6.51855	4.37694e-12	-0.0460131	0.070316	0.189909	0.185934	0.0926452
6.54297	4.37694e-12	-0.0439723	0.0770607	0.189505	0.183886	0.0881639
6.56738	4.37694e-12	-0.0419465	0.0835013	0.189099	0.181854	0.0838853
6.5918	4.37694e-12	-0.0399371	0.0896481	0.188691	0.179837	0.0798026
6.61621	4.37694e-12	-0.0379457	0.0955112	0.188281	0.17784	0.0759088
6.64062	4.37694e-12	-0.035974	0.101101	0.187869	0.175862	0.0721973
6.66504	4.37694e-12	-0.0340233	0.106427	0.187455	0.173905	0.0686612
6.68945	4.37694e-12	-0.0320951	0.111499	0.187041	0.171971	0.065294
6.71387	4.37694e-12	-0.0301909	0.116327	0.186625	0.170061	0.0620893
6.73828	4.37694e-12	-0.0283119	0.120921	0.18621	0.168176	0.0590407
6.7627	4.37694e-12	-0.0264596	0.125289	0.185794	0.166319	0.056142
6.78711	4.37694e-12	-0.0246351	0.129441	0.185379	0.164489	0.0533872
6.81152	4.37694e-12	-0.0228398	0.133385	0.184965	0.162689	0.0507705
6.83594	4.37694e-12	-0.0210747	0.13713	0.184551	0.160919	0.0482863
6.86035	4.37694e-12	-0.0193411	0.140683	0.184139	0.159181	0.0459291
6.88477	4.37694e-12	-0.0176401	0.144054	0.183728	0.157476	0.0436936
6.90918	4.37694e-12	-0.0159727	0.147249	0.18332	0.155804	0.0415746
6.93359	4.37694e-12	-0.0143399	0.150276	0.182913	0.154167	0.0395674
6.95801	4.37694e-12	-0.0127428	0.153141	0.18251	0.152567	0.0376671
6.98242	4.37694e-12	-0.0111824	0.155853	0.182109	0.151003	0.0358693
7.00684	4.37694e-12	-0.00965943	0.158416	0.181712	0.149476	0.0341697
7.03125	4.37694e-12	-0.00817488	0.160838	0.181319	0.147989	0.032564
7.05566	4.37694e-12	-0.00672957	0.163124	0.180929	0.14654	0.0310484
7.08008	4.37694e-12	-0.00532431	0.165281	0.180544	0.145132	0.0296191
7.10449	4.37694e-12	-0.00395985	0.167312	0.180164	0.143765	0.0282724
7.12891	4.37694e-12	-0.00263695	0.169224	0.179788	0.14244	0.027005
7.15332	4.37694e-12	-0.00135629	0.171022	0.179418	0.141157	0.0258136
7.17773	4.37694e-12	-0.000118542	0.17271	0.179053	0.139917	0.0246952
7.20215	4.37694e-12	0.00107565	0.174291	0.178695	0.138721	0.0236468
7.22656	4.37694e-12	0.00222569	0.175772	0.178342	0.137569	0.0226658
7.25098	4.37694e-12	0.00333099	0.177155	0.177996	0.136462	0.0217495
7.27539	4.37694e-12	0.00439101	0.178444	0.177657	0.135401	0.0208955
7.2998	4.37694e-12	0.00540524	0.179642	0.177325	0.134385	0.0201015
7.32422	4.37694e-12	0.00637319	0.180753	0.177	0.133416	0.0193654
7.34863	4.37694e-12	0.00729439	0.181779	0.176683	0.132494	0.0186853
7.37305	4.37694e-12	0.00816841	0.182724	0.176375	0.131619	0.0180593
7.39746	4.37694e-12	0.00899483	0.18359	0.176074	0.130792	0.0174858
7.42188	4.37694e-12	0.00977328	0.184379	0.175782	0.130013	0.016963
7.44629	4.37694e-12	0.0105034	0.185093	0.175498	0.129282	0.0164898
7.4707	4.37694e-12	0.0111848	0.185735	0.175224	0.128601	0.0160646
7.49512	4.37694e-12	0.0118173	0.186306	0.174958	0.127968	0.0156864
7.51953	4.37694e-12	0.0124004	0.186807	0.174703	0.127385	0.0153542
7.54395	4.37694e-12	0.0129341	0.187241	0.174457	0.126851	0.015067
7.56836	4.37694e-12	0.0134179	0.187607	0.174221	0.126368	0.014824
7.59277	4.37694e-12	0.0138517	0.187908	0.173995	0.125934	0.0146246
7.61719	4.37694e-12	0.0142352	0.188145	0.173779	0.125551	0.0144682
7.6416	4.37694e-12	0.0145683	0.188316	0.173574	0.125219	0.0143544
7.66602	4.37694e-12	0.0148509	0.188424	0.17338	0.124937	0.0142828
7.69043	4.37694e-12	0.0150827	0.188469	0.173197	0.124706	0.0142533
7.71484	4.37694e-12	0.0152637	0.18845	0.173025	0.124526	0.0142658
7.73926	4.37694e-12	0.0153937	0.188368	0.172864	0.124397	0.0143202
7.76367	4.37694e-12	0.0154726	0.188222	0.172715	0.124319	0.0144169
7.78809	4.37694e-12	0.0155004	0.188012	0.172577	0.124292	0.014556
7.8125	4.37694e-12	0.015477	0.187738	0.172451	0.124317	0.0147379
7.83691	4.37694e-12	0.0154024	0.187398	0.172337	0.124393	0.0149631
7.86133	4.37694e-12	0.0152766	0.186991	0.172235	0.124521	0.0152323
7.88574	4.37694e-12	0.0150996	0.186518	0.172145	0.124699	0.0155461
7.91016	4.37694e-12	0.0148713	0.185975	0.172068	0.124929	0.0159055
7.93457	4.37694e-12	0.0145919	0.185362	0.172002	0.125211	0.0163115
7.95898	4.37694e-12	0.0142615	0.184678	0.171949	0.125543	0.0167651
7.9834	4.37694e-12	0.01388	0.183919	0.171909	0.125927	0.0172675
8.00781	4.37694e-12	0.0134476	0.183085	0.171881	0.126361	0.0178203
8.03223	4.37694e-12	0.0129645	0.182173	0.171866	0.126847	0.0184248
8.05664	4.37694e-12	0.0124307	0.18118	0.171864	0.127383	0.0190827
8.08105	4.37694e-12	0.0118464	0.180104	0.171874	0.12797	0.0197958
8.10547	4.37694e-12	0.0112119	0.178941	0.171897	0.128607	0.020566
8.12988	4.37694e-12	0.0105273	0.17769	0.171933	0.129294	0.0213954
8.1543	4.37694e-12	0.00979292	0.176345	0.171981	0.130032	0.0222862
8.17871	4.37694e-12	0.00900895	0.174905	0.172042	0.130819	0.0232406
8.20312	4.37694e-12	0.00817571	0.173365	0.172116	0.131655	0.0242613
8.22754	4.37694e-12	0.0072935	0.171721	0.172203	0.13254	0.025351
8.25195	4.37694e-12	0.00636266	0.169969	0.172302	0.133475	0.0265124
8.27637	4.37694e-12	0.00538354	0.168104	0.172414	0.134457	0.0277485
8.30078	4.37694e-12	0.00435656	0.166121	0.172539	0.135488	0.0290626
8.3252	4.37694e-12	0.00328211	0.164016	0.172676	0.136566	0.0304579
8.34961	4.37694e-12	0.00216066	0.161784	0.172826	0.137691	0.031938
8.37402	4.37694e-12	0.000992685	0.159418	0.172988	0.138863	0.0335066
8.39844	4.37694e-12	-0.000221306	0.156912	0.173162	0.140081	0.0351676
8.42285	4.37694e-12	-0.00148077	0.154262	0.173349	0.141345	0.036925
8.44727	4.37694e-12	-0.00278512	0.15146	0.173547	0.142654	0.0387831
8.47168	4.37694e-12	-0.00413376	0.148499	0.173758	0.144007	0.0407463
8.49609	4.37694e-12	-0.00552603	0.145374	0.17398	0.145404	0.0428193
8.52051	4.37694e-12	-0.00696125	0.142075	0.174214	0.146844	0.0450069
8.54492	4.37694e-12	-0.0084387	0.138597	0.174459	0.148326	0.047314
8.56934	4.37694e-12	-0.00995762	0.134931	0.174716	0.14985	0.049746
8.59375	4.37694e-12	-0.0115172	0.131069	0.174984	0.151415	0.0523081
8.61816	4.37694e-12	-0.0131166	0.127003	0.175263	0.153019	0.0550061
8.64258	4.37694e-12	-0.014755	0.122724	0.175552	0.154663	0.0578456
8.66699	4.37694e-12	-0.0164315	0.118223	0.175852	0.156345	0.0608325
8.69141	4.37694e-12	-0.018145	0.113492	0.176163	0.158064	0.0639731
8.71582	4.37694e-12	-0.0198945	0.10852	0.176484	0.15982	0.0672734
8.74023	4.37694e-12	-0.0216791	0.103298	0.176814	0.16161	0.0707401
8.76465	4.37694e-12	-0.0234976	0.0978171	0.177155	0.163435	0.0743795
8.78906	4.37694e-12	-0.0253489	0.0920665	0.177504	0.165292	0.0781984
8.81348	4.37694e-12	-0.0272318	0.0860364	0.177863	0.167182	0.0822035
8.83789	4.37694e-12	-0.029145	0.0797166	0.178231	0.169101	0.0864016
8.8623	4.37694e-12	-0.0310873	0.0730969	0.178608	0.17105	0.0907996
8.88672	4.37694e-12	-0.0330574	0.066167	0.178993	0.173027	0.0954045
8.91113	4.37694e-12	-0.0350538	0.0589168	0.179386	0.17503	0.100223
8.93555	4.37694e-12	-0.0370752	0.051336	0.179786	0.177059	0.105262
8.95996	4.37694e-12	-0.0391201	0.0434148	0.180195	0.179111	0.110529
8.98438	4.37694e-12	-0.0411869	0.0351432	0.18061	0.181185	0.11603
9.00879	4.37694e-12	-0.0432741	0.0265119	0.181032	0.183279	0.121771
9.0332	4.37694e-12	-0.04538	0.0175116	0.181461	0.185393	0.127758
9.05762	4.37694e-12	-0.0475031	0.00813386	0.181896	0.187523	0.133999
9.08203	4.37694e-12	-0.0496416	-0.00162955	0.182338	0.189669	0.140497
9.10645	4.37694e-12	-0.0517937	-0.011786	0.182784	0.191829	0.147259
9.13086	4.37694e-12	-0.0539576	-0.0223421	0.183236	0.194001	0.154288
9.15527	4.37694e-12	-0.0561316	-0.0333036	0.183693	0.196183	0.161589
9.17969	4.37694e-12	-0.0583136	-0.0446751	0.184154	0.198373	0.169166
9.2041	4.37694e-12	-0.0605018	-0.0564601	0.184619	0.200569	0.17702
9.22852	4.37694e-12	-0.0626942	-0.0686607	0.185088	0.202769	0.185153
9.25293	4.37694e-12	-0.0648888	-0.0812776	0.185561	0.204972	0.193567
9.27734	4.37694e-12	-0.0670835	-0.0943097	0.186037	0.207175	0.20226
9.30176	4.37694e-12	-0.0692762	-0.107754	0.186515	0.209376	0.211231
9.32617	4.37694e-12	-0.0714649	-0.121606	0.186996	0.211572	0.220477
9.35059	4.37694e-12	-0.0736473	-0.135859	0.187478	0.213763	0.229993
9.375	4.37694e-12	-0.0758214	-0.150503	0.187962	0.215945	0.239775
9.39941	4.37694e-12	-0.0779848	-0.165527	0.188447	0.218117	0.249813
